115	632	104.651162791
98	640	153.947368421
81	648	153.947368421
68	663	130.263157895
55	678	130.263157895
46	695	118.421052632
40	714	106.578947368
34	733	106.578947368
33	752	94.7368421053
32	771	94.7368421053
33	790	82.8947368421
39	809	71.0526315789
45	828	71.0526315789
54	845	59.2105263158
67	860	47.3684210526
80	875	47.3684210526
97	883	23.6842105263
117	883	0.0
137	883	0.0
157	883	0.0
176	877	343.421052632
193	868	331.578947368
212	862	343.421052632
237	862	0.0
254	870	23.6842105263
260	889	71.0526315789
266	908	71.0526315789
267	927	82.8947368421
273	946	71.0526315789
272	965	94.7368421053
273	984	82.8947368421
272	1003	94.7368421053
271	1022	94.7368421053
272	1041	82.8947368421
292	1041	0.0
312	1041	0.0
332	1041	0.0
352	1041	0.0
372	1041	0.0
392	1041	0.0
411	1046	11.8421052632
431	1046	0.0
451	1046	0.0
471	1046	0.0
490	1051	11.8421052632
510	1051	0.0
530	1051	0.0
549	1056	11.8421052632
569	1056	0.0
586	1064	23.6842105263
592	1083	71.0526315789
583	1100	118.421052632
570	1115	130.263157895
561	1132	118.421052632
552	1149	118.421052632
546	1168	106.578947368
547	1187	82.8947368421
553	1206	71.0526315789
566	1221	47.3684210526
581	1233	35.5263157895
598	1241	23.6842105263
615	1249	23.6842105263
634	1254	11.8421052632
653	1259	11.8421052632
673	1259	0.0
693	1259	0.0
712	1253	343.421052632
731	1247	343.421052632
750	1241	343.421052632
762	1226	307.894736842
774	1211	307.894736842
782	1194	296.052631579
782	1175	272.368421053
782	1156	272.368421053
776	1138	248.684210526
766	1121	236.842105263
753	1107	225.0
747	1089	248.684210526
741	1071	248.684210526
756	1058	319.736842105
776	1058	0.0
796	1058	0.0
816	1058	0.0
836	1058	0.0
856	1058	0.0
876	1058	0.0
896	1058	0.0
915	1063	11.8421052632
923	1046	296.052631579
928	1027	284.210526316
928	1008	272.368421053
928	989	272.368421053
933	970	284.210526316
933	951	272.368421053
933	932	272.368421053
948	919	319.736842105
967	913	343.421052632
984	921	23.6842105263
999	933	35.5263157895
1016	941	23.6842105263
1033	949	23.6842105263
1050	957	23.6842105263
1070	957	0.0
1089	951	343.421052632
1104	938	319.736842105
1112	921	296.052631579
1120	904	296.052631579
1125	885	284.210526316
1130	866	284.210526316
1130	847	272.368421053
1135	828	284.210526316
1135	809	272.368421053
1133	790	260.526315789
1127	772	248.684210526
1121	754	248.684210526
1111	737	236.842105263
1098	723	225.0
1085	709	225.0
1067	701	201.315789474
1048	706	165.789473684
1029	711	165.789473684
1010	716	165.789473684
995	728	142.105263158
980	740	142.105263158
961	745	165.789473684
948	731	225.0
948	712	272.368421053
948	693	272.368421053
948	674	272.368421053
948	655	272.368421053
948	636	272.368421053
948	617	272.368421053
948	598	272.368421053
948	579	272.368421053
948	560	272.368421053
948	541	272.368421053
948	522	272.368421053
948	503	272.368421053
948	484	272.368421053
948	465	272.368421053
948	446	272.368421053
948	427	272.368421053
948	408	272.368421053
948	389	272.368421053
932	378	213.157894737
912	378	177.631578947
893	374	189.473684211
873	374	177.631578947
854	370	189.473684211
835	366	189.473684211
815	366	177.631578947
796	362	189.473684211
781	374	142.105263158
776	362	177.631578947
756	362	177.631578947
737	358	189.473684211
719	350	201.315789474
703	339	213.157894737
703	320	272.368421053
711	303	296.052631579
723	288	307.894736842
738	275	319.736842105
750	260	307.894736842
755	241	284.210526316
755	222	272.368421053
753	203	260.526315789
743	186	236.842105263
730	172	225.0
717	158	225.0
701	147	213.157894737
688	133	225.0
670	125	201.315789474
651	121	189.473684211
631	121	177.631578947
611	121	177.631578947
592	126	165.789473684
573	131	165.789473684
556	139	153.947368421
541	151	142.105263158
526	163	142.105263158
513	178	130.263157895
507	197	106.578947368
506	216	94.7368421053
505	235	94.7368421053
511	254	71.0526315789
520	271	59.2105263158
529	288	59.2105263158
535	307	71.0526315789
526	324	118.421052632
507	329	165.789473684
488	334	165.789473684
468	334	177.631578947
448	334	177.631578947
429	339	165.789473684
409	339	177.631578947
390	344	165.789473684
370	344	177.631578947
351	349	165.789473684
331	349	177.631578947
311	349	177.631578947
292	354	165.789473684
272	354	177.631578947
259	369	130.263157895
265	388	71.0526315789
264	407	94.7368421053
270	426	71.0526315789
269	445	94.7368421053
270	464	82.8947368421
276	483	71.0526315789
275	502	94.7368421053
276	521	82.8947368421
277	540	82.8947368421
276	559	94.7368421053
277	578	82.8947368421
276	597	94.7368421053
275	616	94.7368421053
274	635	94.7368421053
268	654	106.578947368
259	671	118.421052632
240	676	165.789473684
221	672	189.473684211
203	664	201.315789474
185	656	201.315789474
169	645	213.157894737
153	634	213.157894737
134	630	189.473684211
115	635	165.789473684
96	640	165.789473684
79	648	153.947368421
66	663	130.263157895
57	680	118.421052632
48	697	118.421052632
39	714	118.421052632
38	733	94.7368421053
32	752	106.578947368
31	771	94.7368421053
32	790	82.8947368421
38	809	71.0526315789
44	828	71.0526315789
53	845	59.2105263158
66	860	47.3684210526
81	872	35.5263157895
96	884	35.5263157895
116	884	0.0
136	884	0.0
156	884	0.0
173	875	331.578947368
190	866	331.578947368
209	860	343.421052632
229	860	0.0
248	865	11.8421052632
257	882	59.2105263158
263	901	71.0526315789
269	920	71.0526315789
268	939	94.7368421053
274	958	71.0526315789
273	977	94.7368421053
272	996	94.7368421053
271	1015	94.7368421053
272	1034	82.8947368421
289	1042	23.6842105263
309	1042	0.0
329	1042	0.0
349	1042	0.0
369	1042	0.0
389	1042	0.0
409	1042	0.0
428	1047	11.8421052632
448	1047	0.0
468	1047	0.0
488	1047	0.0
507	1052	11.8421052632
527	1052	0.0
546	1057	11.8421052632
566	1057	0.0
585	1062	11.8421052632
591	1081	71.0526315789
582	1098	118.421052632
573	1115	118.421052632
560	1130	130.263157895
554	1149	106.578947368
548	1168	106.578947368
547	1187	94.7368421053
553	1206	71.0526315789
566	1221	47.3684210526
581	1233	35.5263157895
598	1241	23.6842105263
615	1249	23.6842105263
634	1254	11.8421052632
653	1259	11.8421052632
673	1259	0.0
693	1259	0.0
712	1253	343.421052632
731	1247	343.421052632
750	1241	343.421052632
762	1226	307.894736842
774	1211	307.894736842
