402	310
482	310
223	310
324	310
223	320
482	320
395	320
328	320
221	330
481	330
393	330
329	330
220	340
480	340
393	340
328	340
218	350
480	350
395	350
324	350
216	360
323	360
397	360
323	360
216	370
321	370
395	370
321	370
216	380
480	380
388	380
322	380
217	390
485	390
375	390
329	390
220	400
572	400
225	410
579	410
232	420
582	420
243	430
582	430
253	440
581	440
264	450
577	450
271	460
568	460
274	470
501	470
277	480
495	480
279	480
361	480
278	490
352	490
278	490
353	490
277	500
347	500
418	500
350	500
276	510
347	510
421	510
488	510
274	520
349	520
274	520
348	520
272	530
352	530
273	530
487	530
271	540
357	540
271	540
360	540
269	550
359	550
414	550
487	550
269	560
356	560
270	560
488	560
269	570
351	570
267	570
490	570
269	580
342	580
230	302
230	412
240	300
240	422
250	298
250	432
260	297
260	441
270	296
270	453
280	295
280	587
290	296
290	587
300	296
300	587
310	298
310	586
320	302
320	585
330	387
330	583
340	393
340	580
350	394
350	572
360	394
360	480
370	390
370	475
380	386
380	473
390	378
390	473
400	312
400	475
400	364
400	373
410	302
410	310
420	300
420	305
430	300
430	579
440	300
440	583
450	300
450	585
460	300
460	585
470	302
470	586
480	303
480	585
490	392
490	583
500	399
500	472
510	400
510	463
520	399
520	461
530	395
530	461
540	392
540	464
550	390
550	466
560	390
560	464
570	393
570	459
580	404
580	447
